Time(s)	Pixels
0.0166101455688	158800
0.0403769016266	407040
0.0629348754883	636000
0.119896888733	1041408
0.278585910797	2544000
0.595931053162	5127904
0.955273866653	7879168
1.30522608757	10585152
1.67010712624	13220352
2.64699912071	16666624
2.62141919136	19940480
4.14066100121	30139776
