0.040788	6.9451611042	6.7188398838
0.071234	18.4458889961	17.9911968708
0.098147	27.6575391293	26.9362111092
0.137829	49.1335909367	47.924172163
0.268119	111.846917868	108.841566086
0.463085	226.977890015	221.50427413
0.655807	359.12894392	350.045346022
0.830454	491.807271957	479.802368164
0.989454	612.732882023	598.258253098
1.189770	790.336431026	771.332463026
1.371783	925.507874966	903.13835597
1.455017	1377.46804214	1343.62463593
